date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2014-04-22,18.1,18.1,17.38,17.12,24005.38,-0.52,-2.9,18.038,18.326,18.973,18212.13,23333.09,35215.24,3.17
2014-04-21,18.21,18.49,17.9,17.8,19309.6,-0.48,-2.61,18.27,18.441,19.27,16684.15,23159.97,36081.14,2.55
2014-04-18,18.17,18.47,18.38,18.11,14546.69,0.07,0.38,18.38,18.517,19.504,16229.83,22714.81,36720.99,1.92
2014-04-17,18.2,18.39,18.31,18.2,12347.16,0.09,0.49,18.366,18.537,19.705,19207.36,23168.79,39016.22,1.63
2014-04-16,18.64,18.64,18.22,18.06,20851.81,-0.32,-1.73,18.49,18.56,19.939,22965.04,25323.48,39866.37,2.75
2014-04-15,18.44,18.78,18.54,18.44,16365.51,0.09,0.49,18.614,18.656,20.176,28454.05,25468.18,42898.86,2.16
2014-04-14,18.31,18.55,18.45,18.31,17037.98,0.14,0.77,18.612,18.705,20.399,29635.78,26631.69,45217.68,2.25
2014-04-11,18.7,18.7,18.31,18.29,29434.35,-0.62,-3.27,18.654,18.795,20.549,29199.79,28557.22,45070.42,3.89
2014-04-10,18.85,19.15,18.93,18.71,31135.55,0.09,0.48,18.708,18.918,20.708,27130.21,32893.23,44484.83,4.11
2014-04-09,18.5,19.43,18.84,18.5,48296.86,0.31,1.67,18.63,19.146,20.808,27681.93,46787.36,44220.77,6.38
2014-04-08,18.5,18.64,18.53,18.25,22274.17,-0.13,-0.7,18.698,19.619,20.921,22482.32,47097.39,43908.02,2.94
2014-04-04,18.45,18.74,18.66,18.33,14858.02,0.08,0.43,18.798,20.099,21.115,23627.61,49002.31,46415.21,1.96
2014-04-03,18.48,18.8,18.58,18.29,19086.44,0.04,0.22,18.936,20.491,21.288,27914.66,50727.16,47618.99,2.52
2014-04-02,19.2,19.22,18.54,18.21,33894.14,-0.64,-3.34,19.128,20.872,21.494,38656.25,54863.65,48797.83,4.48
2014-04-01,18.95,19.25,19.18,18.88,22298.82,0.15,0.79,19.662,21.318,21.701,65892.8,54409.25,49327.29,2.95
2014-03-31,19.34,19.45,19.03,18.51,28000.61,-0.32,-1.65,20.54,21.696,21.876,71712.47,60329.54,50767.56,3.7
2014-03-28,19.1,19.55,19.35,19.0,36293.27,-0.19,-0.97,21.4,22.093,22.06,74377.02,63803.67,53059.13,4.79
2014-03-27,20.77,20.77,19.54,19.5,72794.41,-1.67,-7.87,22.046,22.302,22.195,73539.67,61583.62,54793.69,9.61
2014-03-26,23.82,24.11,21.21,21.21,170076.88,-2.36,-10.01,22.616,22.498,22.313,71071.05,56076.44,54829.86,22.46
2014-03-25,23.33,24.5,23.57,23.07,51397.17,0.24,1.03,22.974,22.47,22.28,42925.71,41654.18,48165.13,6.79
2014-03-24,22.41,23.53,23.33,21.75,41323.36,0.75,3.32,22.852,22.222,22.117,48946.61,40718.64,49295.26,5.46
2014-03-21,22.55,22.9,22.58,21.3,32106.53,0.19,0.85,22.786,22.131,22.066,53230.32,43828.11,48867.77,4.24
2014-03-20,22.98,24.09,22.39,22.39,60451.3,-0.61,-2.65,22.558,22.084,22.032,49627.57,44510.83,48834.81,7.98
2014-03-19,23.0,23.49,23.0,22.56,29350.17,0.04,0.17,22.38,22.115,21.995,41081.83,42732.01,47887.0,3.88
2014-03-18,23.0,24.15,22.96,22.8,81501.69,-0.04,-0.17,21.966,22.083,21.985,40382.65,44245.32,48386.19,10.76
2014-03-17,21.5,23.28,23.0,21.32,62741.91,1.56,7.28,21.592,22.055,21.989,32490.67,41205.59,46239.35,8.29
2014-03-14,21.2,21.47,21.44,20.78,14092.77,-0.06,-0.28,21.476,22.027,22.004,34425.9,42314.59,45922.18,1.86
2014-03-13,20.9,21.5,21.5,20.55,17722.62,0.57,2.72,21.61,22.088,22.074,39394.08,48003.76,48564.88,2.34
2014-03-12,21.25,21.32,20.93,20.21,25854.25,-0.16,-0.76,21.85,22.128,22.087,44382.2,53583.29,49913.58,3.41
2014-03-11,22.5,22.7,21.09,20.89,42041.8,-1.33,-5.93,22.2,22.09,22.151,48108.0,54676.08,51663.36,5.55
2014-03-10,22.39,23.08,22.42,21.93,72418.04,0.31,1.4,22.518,22.011,22.206,49920.51,57871.88,53015.18,9.56
2014-03-07,22.75,22.97,22.11,21.92,38933.7,-0.59,-2.6,22.578,22.001,22.164,50203.29,53907.42,52521.43,5.14
2014-03-06,23.88,23.88,22.7,22.6,42663.19,0.02,0.09,22.566,21.98,22.103,56613.44,53158.8,52883.13,5.63
2014-03-05,22.62,23.22,22.68,22.42,44483.26,0.0,0.0,22.406,21.875,21.96,62784.38,53041.98,52538.96,5.88
2014-03-04,22.9,22.9,22.68,22.0,51104.34,-0.04,-0.18,21.98,21.887,21.837,61244.16,52527.06,52395.08,6.75
2014-03-03,22.01,22.97,22.72,21.7,73831.95,0.67,3.04,21.504,21.922,21.692,65823.25,51273.12,53056.12,9.75
2014-02-28,22.55,22.8,22.05,21.41,70984.45,0.15,0.69,21.424,21.98,21.592,57611.56,49529.77,52528.67,9.38
2014-02-27,20.66,22.22,21.9,20.5,73517.89,1.35,6.57,21.394,22.059,21.525,49704.17,49126.01,51798.5,9.71
2014-02-26,20.28,20.66,20.55,19.61,36782.15,0.25,1.23,21.344,22.046,21.465,43299.59,46243.88,51753.14,4.86
2014-02-25,22.7,23.38,20.3,20.11,73999.83,-2.02,-9.05,21.794,22.211,21.449,43809.97,48650.65,52814.19,9.77
2014-02-24,21.82,22.53,22.32,21.76,32773.48,0.42,1.92,22.34,22.401,21.439,36722.98,48158.49,51382.34,4.33
2014-02-21,21.7,22.1,21.9,21.33,31447.5,0.25,1.16,22.536,22.327,21.285,41447.99,51135.44,51585.94,4.15
2014-02-20,22.85,23.07,21.65,21.65,41494.97,-1.15,-5.04,22.724,22.226,21.176,48547.84,52607.46,52072.46,5.48
2014-02-19,23.03,23.25,22.8,22.25,39334.05,-0.23,-1.0,22.748,22.044,21.085,49188.17,52035.94,52632.31,5.2
2014-02-18,23.49,23.49,23.03,22.81,38564.92,-0.27,-1.16,22.628,21.786,20.957,53491.32,52263.1,53372.45,5.09
2014-02-17,22.89,23.72,23.3,22.5,56398.5,0.46,2.01,22.462,21.462,20.82,59593.99,54839.12,54544.84,7.45
2014-02-14,22.22,23.23,22.84,22.01,66946.77,1.07,4.92,22.118,21.203,20.653,60822.89,55527.56,55763.12,8.84
2014-02-13,22.19,22.48,21.77,21.43,44696.6,-0.43,-1.94,21.728,20.991,20.466,56667.07,54471.0,55508.49,5.9
2014-02-12,22.08,22.98,22.2,21.79,60849.83,0.0,0.0,21.34,20.884,20.301,54883.71,57262.4,55742.94,8.04
2014-02-11,21.4,22.2,22.2,20.84,69078.25,0.62,2.87,20.944,20.686,20.162,51034.87,56977.73,55676.18,9.12
2014-02-10,20.91,21.85,21.58,20.81,62542.99,0.69,3.3,20.462,20.476,19.996,50084.25,54606.2,54053.2,8.26
2014-02-07,19.7,20.98,20.89,19.42,46167.7,1.06,5.34,20.288,20.242,19.829,50232.24,52036.45,52808.53,6.1
2014-01-30,20.18,20.68,19.83,19.75,35779.77,-0.39,-1.93,20.254,20.126,19.741,52274.92,51537.45,52822.53,4.73
2014-01-29,19.75,20.39,20.22,19.53,41605.63,0.43,2.17,20.428,20.126,19.721,59641.1,53228.68,53520.19,5.5
2014-01-28,20.0,20.47,19.79,19.26,64325.14,-0.92,-4.44,20.428,20.127,19.63,62920.58,54481.8,53215.95,8.5
2014-01-27,20.8,21.67,20.71,20.62,63282.95,-0.01,-0.05,20.49,20.178,19.585,59128.15,54250.57,51914.0,8.36
2014-01-24,20.7,21.13,20.72,20.5,56381.09,0.02,0.1,20.196,20.103,19.496,53840.66,55998.68,51117.34,7.45
2014-01-23,20.22,21.03,20.7,20.01,72610.67,0.48,2.37,19.998,19.941,19.369,50799.99,56545.99,51021.04,9.59
2014-01-22,19.99,20.46,20.22,19.73,58003.07,0.12,0.6,19.824,19.718,19.245,46816.26,54223.48,49850.44,7.66
2014-01-21,19.24,20.11,20.1,19.18,45362.95,0.86,4.47,19.826,19.638,19.094,46043.02,54374.63,48113.25,5.99
2014-01-20,19.72,19.84,19.24,18.93,36845.5,-0.49,-2.48,19.866,19.516,18.924,49372.99,53500.2,47072.59,4.87
2014-01-17,19.65,20.37,19.73,19.54,41177.77,-0.1,-0.5,20.01,19.415,18.824,58156.69,53580.61,46100.08,5.44
2014-01-16,20.1,20.59,19.83,19.64,52692.02,-0.4,-1.98,19.884,19.356,18.694,62291.99,54107.6,45004.94,6.96
2014-01-15,20.13,20.24,20.23,19.76,54136.84,-0.07,-0.34,19.612,19.315,18.557,61630.7,53811.7,44226.84,7.15
2014-01-14,19.88,20.38,20.3,19.52,62012.82,0.34,1.7,19.45,19.133,18.435,62706.23,51950.09,42663.1,8.19
2014-01-13,19.15,20.2,19.96,19.14,80764.02,0.86,4.5,19.166,18.992,18.321,57627.4,49577.44,41137.73,10.67
2014-01-10,18.42,20.0,19.1,18.2,61854.24,0.63,3.41,18.82,18.888,18.232,49004.53,46236.01,38684.9,8.17
2014-01-09,19.36,19.5,18.47,18.46,49385.58,-0.95,-4.89,18.828,18.797,18.183,45923.22,45496.09,37497.58,6.52
2014-01-08,18.96,19.75,19.42,18.88,59514.51,0.54,2.86,19.018,18.771,18.156,45992.7,45477.41,36550.13,7.86
2014-01-07,18.2,18.9,18.88,18.0,36618.66,0.65,3.57,18.816,18.549,18.076,41193.95,41851.87,34996.71,4.84
2014-01-06,19.09,19.14,18.23,18.11,37649.67,-0.91,-4.75,18.818,18.331,18.036,41527.48,40644.97,34684.02,4.97
2014-01-03,19.26,19.63,19.14,18.95,46447.67,-0.28,-1.44,18.956,18.233,18.0,43467.48,38619.55,34224.57,6.13
2014-01-02,18.25,19.47,19.42,18.18,49732.97,1.01,5.49,18.766,18.032,17.917,45068.97,35902.28,33894.19,6.57
2013-12-31,18.87,18.95,18.41,18.13,35520.77,-0.48,-2.54,18.524,17.799,17.816,44962.12,34641.99,34431.1,4.69
2013-12-30,18.84,19.3,18.89,18.7,38286.31,-0.03,-0.16,18.282,17.736,17.782,42509.8,33376.12,36774.99,5.06
2013-12-27,18.16,18.98,18.92,18.15,47349.67,0.73,4.01,17.844,17.65,17.764,39762.47,32698.02,37916.72,6.25
2013-12-26,18.16,18.72,18.19,18.06,54455.11,-0.02,-0.11,17.51,17.575,17.848,33771.63,31133.79,39574.65,7.19
2013-12-25,17.3,18.46,18.21,17.3,49198.73,1.01,5.87,17.298,17.569,17.943,26735.6,29499.08,40863.52,6.5
2013-12-24,16.7,17.35,17.2,16.7,23259.16,0.5,2.99,17.074,17.54,18.021,24321.86,27622.86,42354.57,3.46
2013-12-23,17.22,17.22,16.7,16.2,24549.69,-0.55,-3.19,17.19,17.602,18.12,24242.44,28141.54,44640.19,3.65
2013-12-20,17.13,17.37,17.25,17.1,17395.46,0.12,0.7,17.456,17.74,18.229,25633.57,28723.06,46307.35,2.58
2013-12-19,17.11,17.46,17.13,17.09,19274.96,0.04,0.23,17.64,17.767,18.289,28495.95,29829.59,48267.09,2.86
2013-12-18,17.56,17.72,17.09,17.0,37130.02,-0.69,-3.88,17.84,17.801,18.382,32262.55,31886.1,50604.17,5.52
2013-12-17,18.1,18.16,17.78,17.58,22862.06,-0.25,-1.39,18.006,17.832,18.467,30923.86,34220.21,52155.91,3.4
2013-12-16,18.23,18.45,18.03,17.9,31505.33,-0.14,-0.77,18.014,17.828,18.521,32040.64,40173.86,56705.64,4.68
2013-12-13,18.02,18.45,18.17,17.92,31707.39,0.04,0.22,18.024,17.878,18.53,31812.56,43135.42,58948.0,4.71
2013-12-12,17.79,18.38,18.13,17.72,38107.97,0.21,1.17,17.894,18.12,18.529,31163.23,48015.51,61922.78,5.66
2013-12-11,17.71,18.08,17.92,17.47,30436.54,0.1,0.56,17.762,18.317,18.509,31509.64,52227.97,63662.67,4.52
2013-12-10,18.15,18.16,17.82,17.65,28445.98,-0.26,-1.44,17.658,18.501,18.441,37516.55,57086.28,63984.08,4.23
2013-12-09,17.56,18.13,18.08,17.56,30364.93,0.56,3.2,17.642,18.637,18.38,48307.09,61138.84,64664.14,4.51
2013-12-06,17.4,17.73,17.52,17.17,28460.71,0.05,0.29,17.732,18.717,18.287,54458.28,63891.64,64444.86,4.23
2013-12-05,17.4,17.85,17.47,17.15,39840.06,0.07,0.4,18.346,18.81,18.18,64867.8,66704.59,63758.5,5.92
2013-12-04,17.42,18.25,17.4,17.4,60471.09,-0.34,-1.92,18.872,18.963,18.091,72946.3,69322.25,62860.98,8.98
2013-12-03,17.59,18.05,17.74,16.71,82398.64,-0.79,-4.26,19.344,19.101,18.026,76656.0,70091.62,61238.65,12.24
2013-12-02,19.0,19.4,18.53,18.53,61120.9,-2.06,-10.01,19.632,19.214,17.946,73970.6,73237.42,57920.05,9.08
2013-11-29,20.05,21.0,20.59,19.98,80508.29,0.49,2.44,19.702,19.181,17.812,73324.99,74760.57,55617.3,11.96
2013-11-28,19.7,20.2,20.1,19.5,80232.57,0.34,1.72,19.274,18.937,17.568,68541.38,75830.05,52261.67,11.92
2013-11-27,19.24,20.24,19.76,19.08,79019.62,0.58,3.02,19.054,18.7,17.351,65698.19,75097.37,49573.91,11.74
2013-11-26,18.88,19.72,19.18,18.81,68971.6,0.3,1.59,18.858,18.38,17.153,63527.23,70881.88,46968.77,10.25
2013-11-25,18.4,19.29,18.88,18.32,57892.88,0.43,2.33,18.796,18.123,16.96,72504.25,68189.44,45663.28,8.6
2013-11-22,19.07,19.33,18.45,18.45,56590.22,-0.55,-2.9,18.66,17.857,16.837,76196.15,64998.07,44285.52,8.41
2013-11-21,18.71,19.18,19.0,18.32,66016.64,0.22,1.17,18.6,17.549,16.756,83118.72,60812.42,43578.19,9.81
2013-11-20,18.65,19.35,18.78,18.51,68164.83,-0.09,-0.48,18.346,17.218,16.695,84496.55,56399.72,41852.39,10.13
2013-11-19,18.0,19.87,18.87,17.95,113856.68,0.67,3.68,17.902,16.95,16.621,78236.53,52385.69,40207.0,16.91
2013-11-18,18.33,18.68,18.2,17.94,76352.39,0.05,0.28,17.45,16.677,16.563,63874.63,42602.67,36935.23,11.34
2013-11-15,17.75,18.66,18.15,17.75,91203.04,0.42,2.37,17.054,16.442,16.559,53800.0,36474.03,35280.64,13.55
2013-11-14,16.47,18.18,17.73,16.47,72905.83,1.17,7.07,16.498,16.198,16.534,38506.12,28693.28,32542.95,10.83
2013-11-13,16.52,17.16,16.56,16.48,36864.69,-0.05,-0.3,16.09,16.001,16.502,28302.88,24050.46,30319.89,5.48
2013-11-12,16.22,16.96,16.61,16.15,42047.19,0.39,2.4,15.998,15.925,16.519,26534.85,23055.66,30664.97,6.25
2013-11-11,15.43,16.37,16.22,15.35,25979.23,0.85,5.53,15.904,15.797,16.565,21330.71,23137.12,31710.33,3.86
2013-11-08,15.65,15.8,15.37,15.36,14733.66,-0.32,-2.04,15.83,15.817,16.669,19148.07,23572.97,32873.73,2.19
2013-11-07,16.02,16.37,15.69,15.66,21889.62,-0.41,-2.55,15.898,15.962,16.807,18880.45,26343.96,35919.63,3.25
2013-11-06,16.13,16.55,16.1,15.96,28024.53,-0.04,-0.25,15.912,16.171,16.89,19798.03,27305.07,37211.06,4.16
2013-11-05,15.79,16.2,16.14,15.59,16026.53,0.29,1.83,15.852,16.291,16.977,19576.48,28028.31,37817.95,2.38
2013-11-04,15.65,16.08,15.85,15.65,15065.99,0.14,0.89,15.69,16.449,17.068,24943.53,31267.8,39534.12,2.24
2013-11-01,15.7,15.87,15.71,15.26,13395.57,-0.05,-0.32,15.804,16.675,17.17,27997.87,34087.26,41255.92,1.99
2013-10-31,15.8,16.07,15.76,15.61,26477.54,-0.04,-0.25,16.026,16.869,17.242,33807.48,36392.61,41950.2,3.93
2013-10-30,15.48,15.9,15.8,15.15,26916.76,0.47,3.07,16.43,17.002,17.307,34812.1,36589.32,42783.11,4.0
2013-10-29,16.67,16.67,15.33,14.88,42861.79,-1.09,-6.64,16.73,17.112,17.366,36480.14,38274.29,43281.18,6.37
2013-10-28,16.82,16.94,16.42,16.35,30337.69,-0.4,-2.38,17.208,17.332,17.442,37592.06,40283.54,43066.89,4.51
2013-10-25,17.54,17.67,16.82,16.8,42443.61,-0.96,-5.4,17.546,17.52,17.461,40176.64,42174.48,43704.99,6.31
2013-10-24,17.37,17.78,17.78,17.11,31500.67,0.48,2.77,17.712,17.652,17.425,38977.74,45495.3,42582.4,4.68
2013-10-23,17.7,17.8,17.3,16.89,35256.92,-0.42,-2.37,17.574,17.608,17.321,38366.53,47117.06,42350.35,5.24
2013-10-22,18.16,18.49,17.72,17.5,48421.42,-0.39,-2.15,17.494,17.663,17.267,40068.44,47607.6,42158.4,7.19
2013-10-21,17.6,18.29,18.11,17.6,43260.6,0.46,2.61,17.456,17.687,17.183,42975.02,47800.45,40977.53,6.43
2013-10-18,17.25,17.88,17.65,17.11,36449.1,0.56,3.28,17.494,17.665,17.071,44172.32,48424.59,40099.1,5.41
2013-10-17,17.1,17.42,17.09,16.91,28444.6,0.19,1.12,17.592,17.615,16.981,52012.87,47507.79,41135.24,4.23
2013-10-16,17.5,17.64,16.9,16.72,43766.48,-0.63,-3.59,17.642,17.612,16.965,55867.59,48976.9,41470.87,6.5
2013-10-15,18.1,18.11,17.53,17.25,62954.33,-0.77,-4.21,17.832,17.619,16.968,55146.76,48288.07,41477.43,9.35
2013-10-14,18.01,18.42,18.3,17.72,49247.11,0.16,0.88,17.918,17.552,16.931,52625.88,45850.23,39983.52,7.32
2013-10-11,17.49,18.93,18.14,17.49,75651.81,0.8,4.61,17.836,17.401,16.858,52676.86,45235.49,39455.39,11.24
2013-10-10,17.9,18.05,17.34,17.25,47718.24,-0.51,-2.86,17.638,17.197,16.784,43002.71,39669.49,37304.12,7.09
2013-10-09,17.8,18.23,17.85,17.65,40162.33,-0.11,-0.61,17.582,17.033,16.77,42086.21,37583.64,36610.28,5.97
2013-10-08,17.75,18.18,17.96,17.47,50349.92,0.07,0.39,17.406,16.871,16.714,41429.38,36709.2,36554.77,7.48
2013-09-30,17.25,17.95,17.89,17.25,49502.0,0.74,4.32,17.186,16.679,16.647,39074.58,34154.62,37765.8,7.35
2013-09-27,17.07,17.48,17.15,17.01,27281.05,0.09,0.53,16.966,16.477,16.664,37794.12,31773.61,37998.13,4.05
2013-09-26,16.86,17.63,17.06,16.82,43135.74,0.09,0.53,16.756,16.347,16.705,36336.27,34762.69,40652.54,6.41
2013-09-25,16.86,17.21,16.97,16.6,36878.2,0.11,0.65,16.484,16.317,16.786,33081.07,33964.84,43706.58,5.48
2013-09-24,16.8,17.11,16.86,16.63,38575.92,0.07,0.42,16.336,16.316,16.829,31989.02,34666.78,45993.97,5.73
2013-09-23,16.14,16.96,16.79,16.14,43099.67,0.69,4.29,16.172,16.31,16.876,29234.65,34116.81,49181.61,6.4
2013-09-18,15.65,16.18,16.1,15.64,19991.8,0.4,2.55,15.988,16.314,16.887,25753.11,33675.3,50837.75,2.97
2013-09-17,16.22,16.3,15.7,15.69,26859.76,-0.53,-3.27,15.938,16.371,16.963,33189.12,34938.75,53373.63,3.99
2013-09-16,16.0,16.41,16.23,15.97,31417.97,0.19,1.19,16.15,16.506,17.043,34848.61,35636.93,57056.97,4.67
2013-09-13,15.88,16.13,16.04,15.7,24804.05,0.17,1.07,16.296,16.557,17.101,37344.54,36400.33,61253.82,3.68
2013-09-12,15.84,16.13,15.87,15.75,25691.96,0.02,0.13,16.448,16.614,17.147,38998.97,41376.98,66430.35,3.82
2013-09-11,16.7,16.76,15.85,15.68,57171.86,-0.91,-5.43,16.64,16.85,17.182,41597.48,44222.66,68933.72,8.49
2013-09-10,16.9,16.98,16.76,16.62,35157.22,-0.2,-1.18,16.804,17.062,17.203,36688.38,46542.38,68247.32,5.22
2013-09-09,16.82,16.97,16.96,16.54,43897.62,0.16,0.95,16.862,17.255,17.185,36425.24,53448.32,68897.79,6.52
2013-09-06,16.77,16.95,16.8,16.5,33076.19,-0.03,-0.18,16.818,17.342,17.137,35456.12,57321.15,68998.88,4.91
2013-09-05,16.6,17.1,16.83,16.51,38684.52,0.16,0.96,16.78,17.442,17.091,43754.98,64246.42,70363.87,5.75
2013-09-04,17.0,17.14,16.67,16.41,32626.34,-0.38,-2.23,17.06,17.459,17.067,46847.83,68000.2,71157.38,4.85
2013-09-03,16.72,17.18,17.05,16.7,33841.52,0.31,1.85,17.32,17.555,17.032,56396.38,71808.51,73795.91,5.03
2013-09-02,16.61,16.89,16.74,16.28,39052.05,0.13,0.78,17.648,17.58,17.021,70471.41,78477.01,74797.31,5.8
2013-08-30,18.18,18.23,16.61,16.58,74570.49,-1.62,-8.89,17.866,17.645,17.031,79186.17,86107.31,76911.91,11.08
2013-08-29,18.0,18.45,18.23,17.71,54148.76,0.26,1.45,18.104,17.679,17.039,84737.85,91483.73,80064.39,8.04
2013-08-28,18.45,18.72,17.97,17.95,80369.07,-0.72,-3.85,17.858,17.514,16.94,89152.57,93644.79,81597.98,11.94
2013-08-27,17.75,19.13,18.69,17.33,104216.66,0.86,4.82,17.79,17.344,16.813,87220.64,89952.26,79798.86,15.48
2013-08-26,17.62,18.37,17.83,17.6,82625.88,0.03,0.17,17.512,17.115,16.648,86482.62,84347.25,78184.57,12.27
2013-08-23,17.19,18.0,17.8,16.89,102328.89,0.8,4.71,17.424,16.932,16.55,93028.45,80676.61,78830.66,15.2
2013-08-22,17.5,17.68,17.0,16.92,76222.35,-0.63,-3.57,17.254,16.739,16.413,98229.61,76481.33,75652.32,11.32
2013-08-21,17.19,17.68,17.63,17.07,70709.4,0.33,1.91,17.17,16.674,16.341,98137.01,74314.57,74644.66,10.5
2013-08-20,17.62,18.09,17.3,17.05,100526.58,-0.09,-0.52,16.898,16.509,16.287,92683.89,75783.31,73978.41,14.93
2013-08-19,17.18,17.56,17.39,16.8,115355.01,0.44,2.6,16.718,16.461,16.241,82211.88,71117.62,72079.59,17.14
2013-08-16,16.46,17.31,16.95,16.36,128334.71,0.37,2.23,16.44,16.416,16.182,68324.77,67716.51,69130.42,19.06
2013-08-15,16.27,16.95,16.58,16.26,75759.35,0.31,1.91,16.224,16.398,16.104,54733.04,68645.05,66536.54,11.25
2013-08-14,16.5,16.62,16.27,16.03,43443.81,-0.13,-0.79,16.178,16.366,16.084,50492.13,69551.17,67672.96,6.45
2013-08-13,16.01,16.5,16.4,15.9,48166.52,0.4,2.5,16.12,16.281,16.046,58882.72,69645.45,69894.94,7.16
2013-08-12,15.86,16.25,16.0,15.6,45919.46,0.13,0.82,16.204,16.181,15.982,60023.35,72021.9,70083.49,6.82
2013-08-09,16.27,16.44,15.87,15.5,60376.06,-0.48,-2.94,16.392,16.167,15.935,67108.25,76984.71,69866.36,8.97
2013-08-08,15.8,16.7,16.35,15.8,54554.78,0.37,2.31,16.572,16.087,15.858,82557.06,74823.32,68669.19,8.1
2013-08-07,16.82,16.82,15.98,15.79,85396.79,-0.84,-4.99,16.554,16.007,15.755,88610.21,74974.76,67426.39,12.69
2013-08-06,16.85,16.98,16.82,16.65,53869.67,-0.12,-0.71,16.442,16.065,15.662,80408.19,72173.52,64338.03,8.0
2013-08-05,16.85,17.09,16.94,16.5,81343.97,0.17,1.01,16.158,16.021,15.504,84020.45,73041.55,62928.81,12.08
2013-08-02,16.4,17.32,16.77,16.08,137620.08,0.51,3.14,15.942,15.948,15.348,86861.17,70544.32,61735.49,20.44
2013-08-01,15.38,16.45,16.26,15.31,84820.52,0.84,5.45,15.602,15.809,15.277,67089.59,64428.04,57222.52,12.6
2013-07-31,15.41,15.84,15.42,15.11,44386.69,0.02,0.13,15.46,15.802,15.247,61339.3,65794.75,55521.45,6.59
2013-07-30,15.8,15.96,15.4,14.7,71930.97,-0.46,-2.9,15.688,15.811,15.27,63938.85,70144.42,56641.15,10.69
2013-07-29,15.07,16.58,15.86,14.75,95547.6,0.79,5.24,15.884,15.782,15.303,62062.66,68145.07,56796.91,14.19
2013-07-26,15.09,15.35,15.07,14.49,38762.16,0.02,0.13,15.954,15.702,15.282,54227.46,62748.0,55411.94,5.76
2013-07-25,16.57,16.57,15.55,15.3,56069.1,-1.01,-6.1,16.016,15.628,15.333,61766.49,62515.07,55510.39,8.33
2013-07-24,16.3,16.78,16.56,16.06,57384.4,0.18,1.1,16.144,15.502,15.433,70250.2,59878.03,55851.96,8.52
2013-07-23,16.29,16.5,16.38,15.93,62550.05,0.17,1.05,15.934,15.258,15.528,76349.99,56502.54,56934.45,9.29
2013-07-22,15.2,16.26,16.21,15.1,56371.61,0.83,5.4,15.68,14.987,15.585,74227.49,52816.06,56409.69,8.37
2013-07-19,16.16,16.62,15.38,15.35,76457.3,-0.81,-5.0,15.45,14.748,15.664,71268.54,52926.66,57023.16,11.36
2013-07-18,15.4,16.38,16.19,15.22,98487.62,0.68,4.38,15.24,14.745,15.782,63263.64,50017.0,55740.58,14.63
2013-07-17,15.01,15.86,15.51,14.93,87883.39,0.4,2.65,14.86,14.691,15.819,49505.87,45248.16,52395.04,13.06
2013-07-16,15.06,15.28,15.11,14.6,51937.51,0.05,0.33,14.582,14.728,15.941,36655.08,43137.88,51102.42,7.72
2013-07-15,14.36,15.1,15.06,14.2,41576.89,0.73,5.09,14.294,14.823,16.066,31404.64,45448.75,50710.21,6.18
2013-07-12,14.36,14.86,14.33,14.26,36432.79,0.04,0.28,14.046,14.862,16.114,34584.78,48075.87,49368.98,5.41
2013-07-11,14.01,14.46,14.29,14.01,29698.76,0.17,1.2,14.25,15.037,16.186,36770.35,48505.71,48046.41,4.41
2013-07-10,13.77,14.15,14.12,13.73,23629.47,0.45,3.29,14.522,15.364,16.232,40990.45,51825.88,46937.9,3.51
2013-07-09,13.6,13.95,13.67,13.5,25685.28,-0.15,-1.08,14.874,15.798,16.299,49620.68,57366.37,46119.49,3.82
2013-07-08,14.88,14.88,13.82,13.82,57477.61,-1.53,-9.97,15.352,16.182,16.383,59492.87,60003.32,45233.59,8.54
2013-07-05,15.5,16.12,15.35,15.35,47360.64,-0.3,-1.92,15.678,16.579,16.488,61566.95,61119.66,42719.87,7.04
2013-07-04,15.69,16.13,15.65,15.31,50799.23,-0.23,-1.45,15.824,16.819,16.509,60241.07,61464.16,41228.89,7.55
2013-07-03,15.81,15.98,15.88,15.03,66780.64,-0.18,-1.12,16.206,16.946,16.564,62661.31,59541.93,39195.36,9.92
2013-07-02,15.52,16.4,16.06,15.38,75046.23,0.61,3.95,16.722,17.153,16.615,65112.05,59066.96,36750.42,11.15
2013-07-01,15.88,15.89,15.45,14.95,67848.03,-0.63,-3.92,17.012,17.309,16.678,60513.77,55971.66,33654.49,10.08
2013-06-28,17.01,17.42,16.08,15.8,40731.2,-1.48,-8.43,17.48,17.366,16.771,60672.37,50662.09,31084.93,6.05
2013-06-27,18.25,18.72,17.56,17.56,62900.45,-0.9,-4.88,17.814,17.334,16.823,62687.25,47587.12,30362.04,22.46
2013-06-26,16.93,18.8,18.46,16.76,79034.34,0.95,5.42,17.686,17.099,16.846,56422.55,42049.93,28326.9,28.23
2013-06-25,17.0,17.77,17.51,16.01,52054.81,-0.28,-1.57,17.584,16.799,16.825,53021.86,34872.61,26072.66,18.59
2013-06-24,18.0,18.66,17.79,17.2,68641.04,0.04,0.23,17.606,16.584,16.809,51429.56,30463.87,24868.27,24.51
2013-06-21,16.45,18.28,17.75,15.8,50805.59,0.83,4.91,17.252,16.396,16.765,40651.82,24320.09,23203.47,18.14
2013-06-20,17.7,17.93,16.92,16.91,31576.98,-1.03,-5.74,16.854,16.199,16.748,32486.99,20993.63,22257.71,11.28
